Vehicle ID,Charger ID,Local Connect Time,Local Disconnect Time,Local Charge Start Time,Local Charge E/Time,Average Power,Max Power,Total Energy Delivered,Starting SOC,Ending SOC
EV030,CH007-CH008,,,2/28/2018 17:48,2/28/2018 17:55,216.927,351.44,21.85,67.5,100
EV030,CH007-CH008,,,2/28/2018 15:44,2/28/2018 15:50,301.775,348.6,26.518,42.5,78.5
EV030,CH007-CH008,,,2/28/2018 14:50,2/28/2018 14:53,284.498,317,18.177,50,75
EV030,CH007-CH008,,,2/28/2018 13:00,2/28/2018 13:02,316.803,370.88,10.475,62,77
EV030,CH007-CH008,,,2/28/2018 11:55,2/28/2018 11:59,170.322,203.24,11.114,44,58.5
EV030,CH007-CH008,,,2/28/2018 10:55,2/28/2018 10:57,189.372,214.18,6.73,58.5,67.5
EV030,CH007-CH008,,,2/28/2018 9:55,2/28/2018 10:02,223.158,343.04,21.947,69,98.5
EV030,CH007-CH008,,,2/28/2018 8:47,2/28/2018 9:00,205.913,229.46,37.502,47,98.5
EV030,CH007-CH008,,,2/28/2018 7:50,2/28/2018 7:55,165.365,194.92,13.989,49,67.5
EV030,CH007-CH008,,,2/28/2018 6:47,2/28/2018 7:01,223.95,306.42,31.616,36,94.5
EV030,CH007-CH008,,,2/28/2018 5:55,2/28/2018 6:00,209.381,336.5,18.087,,80.5
EV030,CH007-CH008,,,2/24/2018 18:25,2/24/2018 18:30,264.489,346.52,22.749,59.5,91
EV030,CH007-CH008,,,2/24/2018 17:25,2/24/2018 17:28,356.675,371.52,14.125,80.5,99
EV030,CH007-CH008,,,2/24/2018 16:26,2/24/2018 16:30,323.279,373.5,17.101,73,95
EV030,CH007-CH008,,,2/24/2018 15:18,2/24/2018 15:26,279.644,331.98,7.633,61,100
EV030,CH007-CH008,,,2/24/2018 14:24,2/24/2018 14:32,255.426,359,32.992,54.5,98
EV030,CH007-CH008,,,2/24/2018 12:20,2/24/2018 12:30,264.136,361.28,32.114,56,98.5
EV030,CH007-CH008,,,2/24/2018 11:23,2/24/2018 11:30,277.538,369.18,24.161,65,100
EV030,CH007-CH008,,,2/24/2018 10:30,2/24/2018 10:35,183.235,217.18,9.883,81.5,93.5
EV030,CH007-CH008,,,2/24/2018 9:25,2/24/2018 9:35,290.251,302.12,22.102,53.5,94.5
EV030,CH007-CH008,,,2/24/2018 8:25,2/24/2018 8:35,302.305,367.82,36.022,,88.5
EV030,CH007-CH008,,,2/16/2018 19:18,2/16/2018 19:24,287.802,354.68,21.003,71.5,100
EV030,CH007-CH008,,,2/16/2018 18:15,2/16/2018 18:25,215.419,348.22,31.286,56.5,100
EV030,CH007-CH008,,,2/16/2018 17:09,2/16/2018 17:17,319.109,367.32,35.924,49.5,97.5
EV030,CH007-CH008,,,2/16/2018 16:10,2/16/2018 16:16,315.196,351.04,33.905,41.5,87
EV030,CH007-CH008,,,2/16/2018 14:07,2/16/2018 14:15,243.681,322.96,30.772,56,97
EV030,CH007-CH008,,,2/16/2018 13:05,2/16/2018 13:11,328.921,358.96,24.997,62,94.5
EV030,CH007-CH008,,,2/16/2018 12:05,2/16/2018 12:11,283.939,355.26,29.413,51,89.5
EV030,CH007-CH008,,,2/16/2018 11:08,2/16/2018 11:14,241.435,327.22,27.398,54.5,90
EV030,CH007-CH008,,,2/16/2018 10:04,2/16/2018 10:14,257.201,304.2,37.657,48.5,99
EV030,CH007-CH008,,,2/16/2018 9:15,2/16/2018 9:15,194.642,202.78,1.868,86.5,88.5
EV030,CH007-CH008,,,2/16/2018 8:11,2/16/2018 8:20,330.933,371.32,45.698,30.5,91.5
EV030,CH007-CH008,,,2/16/2018 7:08,2/16/2018 7:15,125.196,258.72,26.861,38.5,76.5
EV030,CH007-CH008,,,2/15/2018 19:25,2/15/2018 19:30,213.927,307.78,16.273,75,95.5
EV030,CH007-CH008,,,2/15/2018 18:25,2/15/2018 18:25,0.676,26.66,0.003,,99.5
EV030,CH007-CH008,,,2/15/2018 17:10,2/15/2018 17:18,285.823,322.02,39.602,38.5,91.5
EV030,CH007-CH008,,,2/15/2018 16:10,2/15/2018 16:15,181.816,216.92,18.924,46,72.5
EV030,CH007-CH008,,,2/15/2018 15:16,2/15/2018 15:19,287.974,359.4,10.628,58.5,75
EV030,CH007-CH008,,,2/15/2018 14:03,2/15/2018 14:13,220.006,276.06,11.039,52.5,100
EV030,CH007-CH008,,,2/15/2018 12:10,2/15/2018 12:12,309.101,321.46,13.596,60.5,79
EV030,CH007-CH008,,,2/15/2018 11:07,2/15/2018 11:15,282.572,352.88,32.934,52,95.5
EV030,CH007-CH008,,,2/15/2018 10:08,2/15/2018 10:16,296.973,333.38,39.54,42.5,95.5
EV030,CH007-CH008,,,2/15/2018 9:14,2/15/2018 9:20,296.184,351.1,30.742,46,87
EV030,CH007-CH008,,,2/15/2018 8:15,2/15/2018 8:27,215.501,373.14,43.254,40.5,100
EV030,CH007-CH008,,,2/15/2018 7:11,2/15/2018 7:18,273.535,337.52,33.619,34.5,80.5
EV030,CH007-CH008,,,2/15/2018 6:11,2/15/2018 6:18,187.378,260.16,22.464,55,85
EV030,CH007-CH008,,,2/13/2018 16:18,2/13/2018 16:28,172.702,275.68,10.954,58,100
EV030,CH007-CH008,,,2/13/2018 15:26,2/13/2018 15:31,247.759,291,20.777,59.5,89
EV030,CH007-CH008,,,2/13/2018 14:23,2/13/2018 14:30,324.087,363.52,28.973,56,93.5
EV030,CH007-CH008,,,2/13/2018 13:26,2/13/2018 13:32,208.158,332.3,29.593,52.5,91.5
EV030,CH007-CH008,,,2/13/2018 12:24,2/13/2018 12:30,289.008,336.4,27.954,52.5,89.5
EV030,CH007-CH008,,,2/13/2018 11:25,2/13/2018 11:30,268.631,283.7,22.789,61.5,91.5
EV030,CH007-CH008,,,2/13/2018 10:25,2/13/2018 10:33,262.944,308.28,30.569,52.5,92.5
EV030,CH007-CH008,,,2/13/2018 9:25,2/13/2018 9:30,245.243,316.1,18.739,68,93
EV030,CH007-CH008,,,2/13/2018 8:25,2/13/2018 8:30,305.909,376.06,23.388,49.5,81
EV030,CH007-CH008,,,2/13/2018 7:23,2/13/2018 7:30,231.286,334.26,29.136,45.5,85
EV030,CH007-CH008,,,2/13/2018 6:26,2/13/2018 6:37,173.631,241.74,16.864,40.5,88
EV030,CH007-CH008,,,2/11/2018 9:25,2/11/2018 9:29,117.939,142.8,6.565,90.5,100
EV030,CH007-CH008,,,2/11/2018 9:14,2/11/2018 9:15,-0.993,-0.86,0.002,32,32
EV030,CH007-CH008,,,2/9/2018 19:23,2/9/2018 19:24,226.329,255.26,5.522,74,81
EV030,CH007-CH008,,,2/9/2018 18:20,2/9/2018 18:24,150.438,363.72,10.357,85.5,100
EV030,CH007-CH008,,,2/9/2018 17:12,2/9/2018 17:17,240.328,275.74,15.109,79,100
EV030,CH007-CH008,,,2/9/2018 16:28,2/9/2018 16:37,202.24,256.26,38.037,45,96
EV030,CH007-CH008,,,2/9/2018 15:25,2/9/2018 15:29,308.942,358.3,19.769,53.5,80
EV030,CH007-CH008,,,2/9/2018 14:11,2/9/2018 14:15,217.14,268.7,13.518,65.5,86
EV030,CH007-CH008,,,2/9/2018 13:08,2/9/2018 13:16,226.909,274.42,26.732,61,100
EV030,CH007-CH008,,,2/9/2018 12:05,2/9/2018 12:14,121.13,256.96,30.946,56.5,98
EV030,CH007-CH008,,,2/9/2018 11:09,2/9/2018 11:15,289.264,360.8,26.744,56.5,93
EV030,CH007-CH008,,,2/9/2018 10:04,2/9/2018 10:05,204.26,337.6,1.715,54.5,56.5
EV030,CH007-CH008,,,2/9/2018 9:05,2/9/2018 9:16,230.385,370.64,42.114,44,100
EV030,CH007-CH008,,,2/9/2018 8:08,2/9/2018 8:20,225.499,269.26,47.726,23.5,88.5
EV030,CH007-CH008,,,2/7/2018 17:51,2/7/2018 18:00,313.237,347.16,18.113,45,99.5
EV030,CH007-CH008,,,2/7/2018 15:54,2/7/2018 16:00,182.257,275.82,4.968,49.5,86.5
EV030,CH007-CH008,,,2/7/2018 14:49,2/7/2018 14:56,2.507,73.72,8.17,43.5,89
EV030,CH007-CH008,,,2/7/2018 11:46,2/7/2018 11:53,187.036,259.38,21.776,67.5,100
EV030,CH007-CH008,,,2/7/2018 10:45,2/7/2018 10:51,263.488,306.96,20.619,72.5,100
EV030,CH007-CH008,,,2/7/2018 9:44,2/7/2018 9:52,295.381,345.26,29.189,59,100
EV030,CH007-CH008,,,2/7/2018 8:42,2/7/2018 8:50,319.519,367.6,36.502,49,97.5
EV030,CH007-CH008,,,2/7/2018 7:45,2/7/2018 7:51,304.158,356.08,32.394,46.5,89.5
EV030,CH007-CH008,,,2/7/2018 6:50,2/7/2018 6:55,268.326,302.36,18.976,67,92.5
EV030,CH007-CH008,,,2/7/2018 5:55,2/7/2018 6:00,185.533,343.34,16.037,,97.5
EV030,CH007-CH008,,,2/4/2018 18:55,2/4/2018 19:00,227.773,368.48,19.447,74,99
EV030,CH007-CH008,,,2/4/2018 17:51,2/4/2018 17:55,262.697,321.54,18.631,71.5,95.5
EV030,CH007-CH008,,,2/4/2018 15:53,2/4/2018 16:01,230.862,276.26,8.546,61.5,100
EV030,CH007-CH008,,,2/4/2018 14:57,2/4/2018 15:03,251.196,361.1,24.093,65,100
EV030,CH007-CH008,,,2/4/2018 13:55,2/4/2018 14:02,304.114,368.26,25.341,63.5,100
EV030,CH007-CH008,,,2/4/2018 12:00,2/4/2018 12:05,177.852,274.2,14.825,80,100
EV030,CH007-CH008,,,2/4/2018 9:55,2/4/2018 10:01,247.251,376.18,21.257,71.5,100
EV030,CH007-CH008,,,2/4/2018 8:55,2/4/2018 9:08,178.25,347.68,38.289,48.5,100
EV030,CH007-CH008,,,1/29/2018 14:18,1/29/2018 14:25,140.143,196.34,18.615,51.5,76.5
EV030,CH007-CH008,,,1/24/2018 18:50,1/24/2018 18:55,184.501,213.78,13.816,77,94.5
EV030,CH007-CH008,,,1/24/2018 17:50,1/24/2018 17:55,312.072,372.42,25.339,58,91.5
EV030,CH007-CH008,,,1/24/2018 16:45,1/24/2018 16:50,347.562,367.52,25.058,60,92.5
EV030,CH007-CH008,,,1/24/2018 15:37,1/24/2018 15:42,252.744,308.2,23.099,59,91
EV030,CH007-CH008,,,1/24/2018 14:27,1/24/2018 14:36,242.196,272.1,14.602,53,97.5
EV030,CH007-CH008,,,1/24/2018 13:23,1/24/2018 13:30,290.587,335.1,32.979,49,93
EV030,CH007-CH008,,,1/24/2018 12:30,1/24/2018 12:32,274.71,316.32,9.168,78.5,89.5
EV030,CH007-CH008,,,1/24/2018 11:23,1/24/2018 11:30,261.507,316.48,30.822,50,91
EV030,CH007-CH008,,,1/24/2018 10:30,1/24/2018 10:30,185.62,212.64,1.756,88,90
EV030,CH007-CH008,,,1/24/2018 9:25,1/24/2018 9:30,326.079,343.76,26.445,57,92
EV030,CH007-CH008,,,1/24/2018 8:25,1/24/2018 8:31,265.854,328.6,25.944,55,89
EV030,CH007-CH008,,,1/24/2018 7:25,1/24/2018 7:32,253.877,280.12,25.448,56,89.5
EV030,CH007-CH008,,,1/24/2018 6:24,1/24/2018 6:33,135.571,257.34,8.411,47.5,88.5
EV030,CH007-CH008,,,1/23/2018 18:41,1/23/2018 19:13,40.511,43,10.868,79,100
EV030,CH007-CH008,,,1/21/2018 19:10,1/21/2018 19:13,166.225,168,7.469,89.5,99.5
EV030,CH007-CH008,,,1/21/2018 18:21,1/21/2018 18:25,282.947,325.38,16.242,75,96.5
EV030,CH007-CH008,,,1/21/2018 17:22,1/21/2018 17:25,272.22,299.56,10.76,74.5,88.5
EV030,CH007-CH008,,,1/21/2018 16:22,1/21/2018 16:28,266.71,308.46,19.724,73.5,100
EV030,CH007-CH008,,,1/21/2018 15:24,1/21/2018 15:30,15.964,128.7,0.26,71,100
EV030,CH007-CH008,,,1/21/2018 14:22,1/21/2018 14:27,246.725,311.48,20.75,72.5,100
EV030,CH007-CH008,,,1/21/2018 13:24,1/21/2018 13:25,219.94,264.44,1.856,74,76.5
EV030,CH007-CH008,,,1/21/2018 11:25,1/21/2018 11:30,223.537,246.34,14.66,80,100
EV030,CH007-CH008,,,1/21/2018 10:21,1/21/2018 10:32,258.839,299.1,19.279,58,100
EV030,CH007-CH008,,,1/21/2018 9:22,1/21/2018 9:33,295.057,369.14,32.644,52.5,96
EV030,CH007-CH008,,,1/21/2018 8:21,1/21/2018 8:25,257.461,352.32,17.223,36.5,59.5
EV030,CH007-CH008,,,1/20/2018 18:55,1/20/2018 18:57,240.729,321.84,6.054,91,100
EV030,CH007-CH008,,,1/20/2018 16:59,1/20/2018 17:04,251.469,305.58,19.408,74,100
EV030,CH007-CH008,,,1/20/2018 15:52,1/20/2018 16:00,271.449,327.08,29.584,55.5,94
EV030,CH007-CH008,,,1/20/2018 14:55,1/20/2018 14:59,198.59,312.34,8.896,88,100
EV030,CH007-CH008,,,1/20/2018 13:52,1/20/2018 14:00,253.866,347.44,31.878,54.5,96
EV030,CH007-CH008,,,1/20/2018 13:03,1/20/2018 13:09,224.377,265.12,21.002,71.5,99.5
EV030,CH007-CH008,,,1/20/2018 11:55,1/20/2018 12:00,277,357.66,23.574,57,89.5
EV030,CH007-CH008,,,1/20/2018 10:56,1/20/2018 11:02,323.692,374.3,20.289,73,100
EV030,CH007-CH008,,,1/20/2018 9:55,1/20/2018 10:07,149.351,347.2,27.026,62,100
EV030,CH007-CH008,,,1/20/2018 8:53,1/20/2018 9:05,228.967,316.96,39.397,40.5,93
EV030,CH007-CH008,,,1/19/2018 19:25,1/19/2018 19:30,89.161,141.94,7.395,89,99
EV030,CH007-CH008,,,1/19/2018 18:12,1/19/2018 18:23,5.994,62.82,44.294,38.5,99.5
EV030,CH007-CH008,,,1/19/2018 17:20,1/19/2018 17:20,349.755,353.44,1.256,76.5,78
EV030,CH007-CH008,,,1/19/2018 16:10,1/19/2018 16:16,306.031,355.48,31.996,46,88.5
EV030,CH007-CH008,,,1/19/2018 15:16,1/19/2018 15:17,192.211,320.16,7.308,65,77.5
EV030,CH007-CH008,,,1/19/2018 14:05,1/19/2018 14:13,190.017,308.26,26.719,62.5,100
EV030,CH007-CH008,,,1/19/2018 13:07,1/19/2018 13:12,278.541,313.18,22.711,63.5,96
EV030,CH007-CH008,,,1/19/2018 12:06,1/19/2018 12:10,301.398,369.14,19.94,61.5,89.5
EV030,CH007-CH008,,,1/19/2018 11:05,1/19/2018 11:14,223.618,308.78,26.108,63,100
EV030,CH007-CH008,,,1/19/2018 10:05,1/19/2018 10:14,214.963,227.46,28.465,61,99
EV030,CH007-CH008,,,1/19/2018 9:05,1/19/2018 9:14,319.565,373.38,39.74,46,99
EV030,CH007-CH008,,,1/19/2018 7:15,1/19/2018 7:17,293.004,299.52,8.606,75.5,86
EV030,CH007-CH008,,,1/19/2018 6:11,1/19/2018 6:22,142.743,196.6,16.175,45,88.5
EV030,CH007-CH008,,,1/18/2018 18:40,1/18/2018 18:45,352.35,360.98,16.512,77.5,98.5
EV030,CH007-CH008,,,1/18/2018 17:32,1/18/2018 17:41,235.645,378.02,29.738,58,100
EV030,CH007-CH008,,,1/18/2018 16:32,1/18/2018 16:38,307.216,364.66,25.479,62.5,98.5
EV030,CH007-CH008,,,1/18/2018 15:25,1/18/2018 15:30,310.705,367.4,22.372,59.5,90
EV030,CH007-CH008,,,1/18/2018 14:21,1/18/2018 14:25,254.135,334.18,18.721,66.5,93.5
EV030,CH007-CH008,,,1/18/2018 13:23,1/18/2018 13:25,160.777,326.64,8.454,57.5,71.5
EV030,CH007-CH008,,,1/18/2018 11:25,1/18/2018 11:30,313.185,341.32,17.166,75.5,97
EV030,CH007-CH008,,,1/18/2018 10:24,1/18/2018 10:32,241.664,354.88,34.229,52.5,97.5
EV030,CH007-CH008,,,1/18/2018 9:24,1/18/2018 9:30,139.194,269.08,17.736,55,79
EV030,CH007-CH008,,,1/18/2018 7:30,1/18/2018 7:31,83.158,93,1.256,91,92.5
EV030,CH007-CH008,,,1/18/2018 6:24,1/18/2018 6:30,244.745,339.9,22.788,51.5,82
EV030,CH007-CH008,,,1/16/2018 17:36,1/16/2018 17:42,264.578,357.58,25.406,60.5,96
EV030,CH007-CH008,,,1/16/2018 16:35,1/16/2018 16:35,97.218,104.98,0.606,96,97
EV030,CH007-CH008,,,1/16/2018 15:35,1/16/2018 15:36,159.364,193.7,3.467,90.5,95
EV030,CH007-CH008,,,1/16/2018 13:22,1/16/2018 13:30,284.698,319.86,28.324,59.5,99
EV030,CH007-CH008,,,1/16/2018 12:22,1/16/2018 12:30,289.788,360.8,30.294,57,98
EV030,CH007-CH008,,,1/16/2018 10:22,1/16/2018 10:30,255.421,336,30.873,55,95.5
EV030,CH007-CH008,,,1/16/2018 9:22,1/16/2018 9:30,230.337,315.16,27.765,57,95
EV030,CH007-CH008,,,1/16/2018 8:30,1/16/2018 8:32,80.428,105.4,2.561,92.5,96.5
EV030,CH007-CH008,,,1/16/2018 7:25,1/16/2018 7:30,325.82,371.36,23.458,55.5,86
EV030,CH007-CH008,,,1/16/2018 6:25,1/16/2018 6:30,271.831,313.54,23.214,,79
EV030,CH007-CH008,,,1/13/2018 18:20,1/13/2018 18:27,235.843,364.44,21.413,71.5,100
EV030,CH007-CH008,,,1/13/2018 17:21,1/13/2018 17:25,324.71,369.98,17.268,74,96.5
EV030,CH007-CH008,,,1/13/2018 16:24,1/13/2018 16:30,316.226,358.92,23.244,65,98
EV030,CH007-CH008,,,1/13/2018 15:26,1/13/2018 15:33,262.579,367.36,26.558,58,94.5
EV030,CH007-CH008,,,1/13/2018 11:25,1/13/2018 11:30,165.591,367.16,12.869,82,98.5
EV030,CH007-CH008,,,1/13/2018 10:25,1/13/2018 10:28,307.151,318.44,10.932,85,100
EV030,CH007-CH008,,,1/13/2018 9:24,1/13/2018 9:35,221.636,379.04,32.9,55.5,98.5
EV030,CH007-CH008,,,1/13/2018 8:24,1/13/2018 8:30,189.855,266.04,22.37,49.5,80
EV030,CH007-CH008,,,1/12/2018 19:25,1/12/2018 19:27,78.411,96.2,3.046,,100
EV030,CH007-CH008,,,1/12/2018 16:10,1/12/2018 16:18,316.946,377.62,40.498,42.5,96.5
EV030,CH007-CH008,,,1/12/2018 15:15,1/12/2018 15:19,270.94,346.74,16.177,52,74.5
EV030,CH007-CH008,,,1/12/2018 14:10,1/12/2018 14:13,108.319,129.06,4.442,93,100
EV030,CH007-CH008,,,1/12/2018 13:05,1/12/2018 13:10,297.368,322.6,25.786,52,86.5
EV030,CH007-CH008,,,1/12/2018 11:04,1/12/2018 11:13,283.091,377.6,33.21,55,99
EV030,CH007-CH008,,,1/12/2018 10:05,1/12/2018 10:15,318.2,358.46,36.735,51,100
EV030,CH007-CH008,,,1/12/2018 9:10,1/12/2018 9:15,200.815,206.04,16.799,65.5,89
EV030,CH007-CH008,,,1/12/2018 8:08,1/12/2018 8:10,249.911,317,7.057,38,47.5
EV030,CH007-CH008,,,1/12/2018 6:11,1/12/2018 6:15,154.575,247.12,10.511,45.5,59.5
EV030,CH007-CH008,,,1/11/2018 19:20,1/11/2018 19:30,259.302,296.72,21.617,57,100
EV030,CH007-CH008,,,1/11/2018 18:12,1/11/2018 18:22,306.772,365.24,15.172,52.5,100
EV030,CH007-CH008,,,1/11/2018 17:10,1/11/2018 17:15,319.58,378.28,22.056,60.5,91
EV030,CH007-CH008,,,1/11/2018 16:06,1/11/2018 16:15,303.191,360.48,39.83,46.5,99.5
EV030,CH007-CH008,,,1/11/2018 15:17,1/11/2018 15:20,265.24,297.7,11.97,57.5,75
EV030,CH007-CH008,,,1/11/2018 14:02,1/11/2018 14:10,272.839,327.9,28.953,55,92.5
EV030,CH007-CH008,,,1/11/2018 13:10,1/11/2018 13:14,307.753,318.68,14.828,69.5,88.5
EV030,CH007-CH008,,,1/11/2018 12:08,1/11/2018 12:11,176.73,287.06,7.067,88.5,98.5
EV030,CH007-CH008,,,1/10/2018 19:19,1/10/2018 19:25,190.288,255.52,20.205,54,81.5
EV030,CH007-CH008,,,1/10/2018 18:13,1/10/2018 18:15,249.784,339.84,6.344,42.5,51
EV030,CH007-CH008,,,1/10/2018 17:09,1/10/2018 17:16,227.519,269.76,8.269,42.5,89.5
EV030,CH007-CH008,,,1/10/2018 16:15,1/10/2018 16:17,227.265,255.74,7.572,65.5,77.5
EV030,CH007-CH008,,,1/10/2018 15:14,1/10/2018 15:15,15.072,103.94,0.037,62.5,62.5
EV030,CH007-CH008,,,1/10/2018 13:05,1/10/2018 13:07,184.354,316.02,6.463,90.5,100
EV030,CH007-CH008,,,1/10/2018 12:15,1/10/2018 12:18,71.54,169.68,3.554,94,100
EV030,CH007-CH008,,,1/10/2018 11:15,1/10/2018 11:16,188.571,228.62,2.697,87.5,90.5
EV030,CH007-CH008,,,1/10/2018 10:04,1/10/2018 10:10,245.112,312.14,28.538,33.5,73
EV030,CH007-CH008,,,1/10/2018 9:15,1/10/2018 9:18,227.279,235.16,11.547,61.5,78
EV030,CH007-CH008,,,1/10/2018 8:12,1/10/2018 8:15,236.547,260.74,10.056,48,61
EV030,CH007-CH008,,,1/10/2018 6:15,1/10/2018 6:20,218.04,280.12,18.715,,88
EV030,CH007-CH008,,,1/9/2018 17:48,1/9/2018 17:57,179.757,240.9,26.021,62.5,100
EV030,CH007-CH008,,,1/9/2018 16:43,1/9/2018 16:55,232.507,286.38,37.105,49,99
EV030,CH007-CH008,,,1/9/2018 15:47,1/9/2018 15:50,171.145,271.98,10.229,52.5,66
EV030,CH007-CH008,,,1/9/2018 14:42,1/9/2018 14:45,84.869,247.18,10.447,46.5,60.5
EV030,CH007-CH008,,,1/9/2018 12:45,1/9/2018 12:53,230.551,249.1,27.035,62,98
EV030,CH007-CH008,,,1/9/2018 11:50,1/9/2018 11:53,304.286,347.34,16.933,69,92
EV030,CH007-CH008,,,1/9/2018 10:50,1/9/2018 10:53,251.779,309.3,13.82,55,74.5
EV030,CH007-CH008,,,1/9/2018 9:45,1/9/2018 9:55,189.088,280.62,28.568,56,94
EV030,CH007-CH008,,,1/9/2018 6:46,1/9/2018 6:50,249.757,317.86,14.788,53,73.5
EV030,CH007-CH008,,,1/9/2018 5:58,1/9/2018 6:00,199.3,241,7.621,86.5,97.5
EV030,CH007-CH008,,,1/6/2018 19:09,1/6/2018 19:15,252.633,342.16,2.845,66.5,100
EV030,CH007-CH008,,,1/6/2018 18:25,1/6/2018 18:30,275.777,375.06,21.122,72,100
EV030,CH007-CH008,,,1/6/2018 17:21,1/6/2018 17:25,305.656,368.38,17.426,76,99
EV030,CH007-CH008,,,1/6/2018 16:21,1/6/2018 16:25,318.664,361.5,18.747,64.5,91.5
EV030,CH007-CH008,,,1/6/2018 15:26,1/6/2018 15:30,266.151,358.68,17.948,73,96
EV030,CH007-CH008,,,1/6/2018 14:23,1/6/2018 14:25,297.065,362.34,6.406,73.5,81.5
EV030,CH007-CH008,,,1/6/2018 13:24,1/6/2018 13:25,116.879,314.82,0.65,71.5,72.5
EV030,CH007-CH008,,,1/6/2018 11:25,1/6/2018 11:30,342.506,381.8,17.148,77,99
EV030,CH007-CH008,,,1/6/2018 10:21,1/6/2018 10:25,318.717,370.26,17.252,73.5,95.5
EV030,CH007-CH008,,,1/6/2018 9:21,1/6/2018 9:25,284.125,351.34,18.929,60,86.5
EV030,CH007-CH008,,,1/6/2018 8:30,1/6/2018 8:31,65.872,81.6,1.683,,96
EV030,CH007-CH008,,,1/3/2018 18:40,1/3/2018 18:44,296.057,355.14,11.027,84.5,100
EV030,CH007-CH008,,,1/3/2018 17:33,1/3/2018 17:42,266.605,376.48,28.881,59,100
EV030,CH007-CH008,,,1/3/2018 15:30,1/3/2018 15:33,343.179,359.34,21.372,55.5,84
EV030,CH007-CH008,,,1/3/2018 14:26,1/3/2018 14:30,312.256,364.78,16.979,56,79
EV030,CH007-CH008,,,1/3/2018 13:21,1/3/2018 13:25,295.859,338.82,19.51,53.5,80
EV030,CH007-CH008,,,1/3/2018 12:30,1/3/2018 12:30,182.413,207.84,2.044,86.5,89
EV030,CH007-CH008,,,1/3/2018 11:23,1/3/2018 11:30,288.119,364.18,28.374,56,93.5
EV030,CH007-CH008,,,1/3/2018 10:23,1/3/2018 10:30,308.53,345.64,6.746,54,93
EV030,CH007-CH008,,,1/3/2018 9:30,1/3/2018 9:30,106.141,110.08,0.353,92,92.5
EV030,CH007-CH008,,,1/3/2018 8:25,1/3/2018 8:30,342.069,379.76,18.552,67.5,92.5
EV030,CH007-CH008,,,1/3/2018 7:22,1/3/2018 7:25,296.708,353.8,12.611,52,68.5
EV030,CH007-CH008,,,1/3/2018 6:26,1/3/2018 6:33,289.206,369.08,27.894,52,89
EV030,CH007-CH008,,,1/2/2018 19:20,1/2/2018 19:27,353.648,375.42,25.007,65.5,100
EV030,CH007-CH008,,,1/2/2018 18:14,1/2/2018 18:26,229.596,292.22,27.794,36.5,99.5
EV030,CH007-CH008,,,1/2/2018 17:15,1/2/2018 17:18,241.803,258.96,11.235,58,74
EV030,CH007-CH008,,,1/2/2018 16:15,1/2/2018 16:21,262.302,329.42,27.88,46.5,83.5
EV030,CH007-CH008,,,1/2/2018 15:24,1/2/2018 15:25,191.564,246.52,1.073,65,66.5
EV030,CH007-CH008,,,1/2/2018 14:10,1/2/2018 14:12,112.248,136.26,3.019,95,100
EV030,CH007-CH008,,,1/2/2018 13:02,1/2/2018 13:05,313.408,365.52,12.261,72,87.5
EV030,CH007-CH008,,,1/2/2018 12:10,1/2/2018 12:13,83.534,119.84,3.981,94,100
EV030,CH007-CH008,,,1/2/2018 11:05,1/2/2018 11:10,306.507,357.28,21.358,66,96.5
EV030,CH007-CH008,,,1/2/2018 10:05,1/2/2018 10:15,258.48,312.34,32.638,55.5,98.5
EV030,CH007-CH008,,,1/2/2018 9:05,1/2/2018 9:10,360.763,362.84,15.441,78.5,97.5
EV030,CH007-CH008,,,1/2/2018 8:06,1/2/2018 8:16,324.508,357.64,21.185,42,97.5
EV030,CH007-CH008,,,1/2/2018 7:08,1/2/2018 7:15,294.554,347.32,31.774,43.5,86
EV030,CH007-CH008,,,1/2/2018 6:10,1/2/2018 6:20,228.477,289.76,33.389,41,85.5
EV030,CH007-CH008,,,12/29/2017 18:34,12/29/2017 18:44,,,34.376,54,98.5
EV030,CH007-CH008,,,12/29/2017 17:36,12/29/2017 17:41,,,24.08,56.5,87.5
EV030,CH007-CH008,,,12/29/2017 16:29,12/29/2017 16:34,,,22.908,66.5,98.5
EV030,CH007-CH008,,,12/29/2017 15:21,12/29/2017 15:28,,,32.459,55,96
EV030,CH007-CH008,,,12/29/2017 14:31,12/29/2017 14:36,,,25.334,55.5,86
EV030,CH007-CH008,,,12/29/2017 13:23,12/29/2017 13:30,,,26.476,62.5,99
EV030,CH007-CH008,,,12/29/2017 12:21,12/29/2017 12:30,,,28.733,60,99.5
EV030,CH007-CH008,,,12/29/2017 11:21,12/29/2017 11:29,,,26.642,62,99.5
EV030,CH007-CH008,,,12/29/2017 10:19,12/29/2017 10:29,,,33.168,53.5,97
EV030,CH007-CH008,,,12/29/2017 9:24,12/29/2017 9:30,,,27.173,54.5,90
EV030,CH007-CH008,,,12/29/2017 8:20,12/29/2017 8:29,,,32.679,51.5,94
EV030,CH007-CH008,,,12/29/2017 7:26,12/29/2017 7:33,,,25.783,55,87.5
EV030,CH007-CH008,,,12/29/2017 6:24,12/29/2017 6:34,,,39.709,43,94.5
EV030,CH007-CH008,,,12/28/2017 15:17,12/28/2017 15:21,,,18.865,74,98.5
EV030,CH007-CH008,,,12/28/2017 14:03,12/28/2017 14:13,,,32.592,56,100
EV030,CH007-CH008,,,12/28/2017 13:09,12/28/2017 13:15,,,26.112,59,95.5
